 NOMBRE : new-yao-westjordan-L
 COMENTARIO : Photo-digitized proxy from Yao et al. (2021) West Jordan panel
 VERTICES : 127
 ARISTAS_REQ : 45
 ARISTAS_NOREQ : 110
 VEHICULOS : 7
 CAPACIDAD : 300
 TIPO_COSTES_ARISTAS : EXPLICITOS 
 COSTE_TOTAL_REQ : 2376
 LISTA_ARISTAS_REQ :
 ( 7, 40)   coste 40   demanda 56
 ( 40, 14)   coste 40   demanda 51
 ( 14, 41)   coste 50   demanda 49
 ( 41, 13)   coste 50   demanda 50
 ( 13, 42)   coste 41   demanda 56
 ( 42, 5)   coste 41   demanda 55
 ( 5, 35)   coste 64   demanda 51
 ( 5, 43)   coste 50   demanda 49
 ( 43, 12)   coste 50   demanda 52
 ( 12, 44)   coste 51   demanda 55
 ( 44, 16)   coste 51   demanda 52
 ( 3, 45)   coste 41   demanda 46
 ( 45, 11)   coste 41   demanda 51
 ( 11, 46)   coste 42   demanda 48
 ( 46, 37)   coste 42   demanda 44
 ( 34, 4)   coste 40   demanda 53
 ( 4, 12)   coste 80   demanda 44
 ( 33, 2)   coste 50   demanda 51
 ( 36, 8)   coste 45   demanda 47
 ( 16, 38)   coste 76   demanda 54
 ( 38, 39)   coste 60   demanda 48
 ( 39, 47)   coste 50   demanda 53
 ( 47, 21)   coste 50   demanda 43
 ( 31, 21)   coste 76   demanda 47
 ( 21, 30)   coste 63   demanda 50
 ( 32, 48)   coste 40   demanda 51
 ( 48, 22)   coste 40   demanda 54
 ( 22, 49)   coste 50   demanda 51
 ( 49, 21)   coste 50   demanda 50
 ( 18, 50)   coste 60   demanda 54
 ( 50, 29)   coste 60   demanda 50
 ( 29, 51)   coste 43   demanda 49
 ( 51, 27)   coste 43   demanda 45
 ( 17, 52)   coste 51   demanda 52
 ( 52, 20)   coste 51   demanda 52
 ( 20, 53)   coste 52   demanda 50
 ( 53, 27)   coste 52   demanda 53
 ( 10, 54)   coste 79   demanda 47
 ( 54, 17)   coste 79   demanda 55
 ( 17, 55)   coste 51   demanda 53
 ( 55, 20)   coste 51   demanda 57
 ( 23, 56)   coste 64   demanda 50
 ( 56, 26)   coste 64   demanda 47
 ( 24, 57)   coste 56   demanda 53
 ( 57, 25)   coste 56   demanda 45
 LISTA_ARISTAS_NOREQ :
 ( 1, 58)   coste 30
 ( 58, 2)   coste 30
 ( 2, 59)   coste 30
 ( 59, 3)   coste 30
 ( 3, 60)   coste 30
 ( 60, 4)   coste 30
 ( 4, 61)   coste 30
 ( 61, 5)   coste 30
 ( 5, 62)   coste 30
 ( 62, 6)   coste 30
 ( 6, 63)   coste 30
 ( 63, 7)   coste 30
 ( 7, 64)   coste 30
 ( 64, 8)   coste 30
 ( 8, 65)   coste 30
 ( 65, 9)   coste 30
 ( 10, 66)   coste 33
 ( 66, 67)   coste 33
 ( 67, 11)   coste 33
 ( 11, 68)   coste 40
 ( 68, 12)   coste 40
 ( 12, 69)   coste 40
 ( 69, 13)   coste 40
 ( 13, 70)   coste 33
 ( 70, 71)   coste 33
 ( 71, 14)   coste 33
 ( 14, 72)   coste 33
 ( 72, 73)   coste 33
 ( 73, 15)   coste 33
 ( 19, 74)   coste 30
 ( 74, 75)   coste 30
 ( 75, 20)   coste 30
 ( 20, 76)   coste 37
 ( 76, 77)   coste 37
 ( 77, 21)   coste 37
 ( 21, 78)   coste 33
 ( 78, 79)   coste 33
 ( 79, 22)   coste 33
 ( 22, 80)   coste 35
 ( 80, 23)   coste 35
