 NOMBRE : F24
 COMENTARIO : Imported from rafaelmartinelli/CARPData.jl (beullens); original bounds lb=3210 ub=3210
 VERTICES : 97
 ARISTAS_REQ : 86
 ARISTAS_NOREQ : 56
 VEHICULOS : 100
 CAPACIDAD : 600
 TIPO_COSTES_ARISTAS : EXPLICITOS 
 COSTE_TOTAL_REQ : 2235
 LISTA_ARISTAS_REQ :
 ( 2, 3)   coste 60   demanda 60
 ( 3, 4)   coste 30   demanda 30
 ( 3, 45)   coste 30   demanda 30
 ( 3, 57)   coste 15   demanda 15
 ( 4, 6)   coste 25   demanda 25
 ( 4, 46)   coste 25   demanda 25
 ( 4, 54)   coste 20   demanda 20
 ( 5, 7)   coste 35   demanda 35
 ( 5, 6)   coste 5   demanda 5
 ( 5, 51)   coste 5   demanda 5
 ( 5, 52)   coste 5   demanda 5
 ( 6, 53)   coste 5   demanda 5
 ( 7, 10)   coste 25   demanda 25
 ( 7, 46)   coste 50   demanda 50
 ( 7, 48)   coste 25   demanda 25
 ( 8, 12)   coste 35   demanda 35
 ( 8, 92)   coste 5   demanda 5
 ( 8, 93)   coste 5   demanda 5
 ( 8, 94)   coste 15   demanda 15
 ( 9, 96)   coste 50   demanda 50
 ( 9, 11)   coste 15   demanda 15
 ( 9, 44)   coste 15   demanda 15
 ( 10, 11)   coste 20   demanda 20
 ( 10, 44)   coste 20   demanda 20
 ( 11, 44)   coste 10   demanda 10
 ( 12, 96)   coste 45   demanda 45
 ( 13, 45)   coste 60   demanda 60
 ( 26, 27)   coste 10   demanda 10
 ( 26, 29)   coste 70   demanda 70
 ( 26, 75)   coste 55   demanda 55
 ( 27, 76)   coste 55   demanda 55
 ( 30, 39)   coste 35   demanda 35
 ( 31, 65)   coste 90   demanda 90
 ( 38, 50)   coste 10   demanda 10
 ( 38, 51)   coste 40   demanda 40
 ( 39, 42)   coste 5   demanda 5
 ( 39, 50)   coste 50   demanda 50
 ( 40, 74)   coste 10   demanda 10
 ( 40, 73)   coste 5   demanda 5
 ( 40, 41)   coste 20   demanda 20
 ( 40, 42)   coste 10   demanda 10
 ( 41, 42)   coste 20   demanda 20
 ( 41, 43)   coste 10   demanda 10
 ( 41, 48)   coste 50   demanda 50
 ( 42, 72)   coste 20   demanda 20
 ( 43, 70)   coste 20   demanda 20
 ( 43, 44)   coste 45   demanda 45
 ( 45, 46)   coste 20   demanda 20
 ( 47, 48)   coste 15   demanda 15
 ( 49, 50)   coste 125   demanda 125
 ( 51, 52)   coste 5   demanda 5
 ( 52, 53)   coste 5   demanda 5
 ( 52, 56)   coste 15   demanda 15
 ( 53, 55)   coste 5   demanda 5
 ( 54, 55)   coste 10   demanda 10
 ( 54, 59)   coste 30   demanda 30
 ( 55, 56)   coste 20   demanda 20
 ( 55, 58)   coste 40   demanda 40
 ( 56, 60)   coste 25   demanda 25
 ( 57, 59)   coste 40   demanda 40
 ( 58, 59)   coste 10   demanda 10
 ( 58, 60)   coste 35   demanda 35
 ( 60, 61)   coste 20   demanda 20
 ( 62, 76)   coste 20   demanda 20
 ( 63, 76)   coste 5   demanda 5
 ( 64, 76)   coste 5   demanda 5
 ( 65, 72)   coste 25   demanda 25
 ( 65, 75)   coste 25   demanda 25
 ( 66, 71)   coste 10   demanda 10
 ( 67, 69)   coste 60   demanda 60
 ( 68, 69)   coste 55   demanda 55
 ( 69, 95)   coste 40   demanda 40
 ( 1, 96)   coste 50   demanda 50
 ( 1, 70)   coste 30   demanda 30
 ( 70, 71)   coste 15   demanda 15
 ( 70, 74)   coste 15   demanda 15
 ( 71, 74)   coste 10   demanda 10
 ( 71, 72)   coste 25   demanda 25
 ( 72, 73)   coste 10   demanda 10
 ( 73, 74)   coste 5   demanda 5
 ( 75, 76)   coste 50   demanda 50
 ( 92, 97)   coste 20   demanda 20
 ( 92, 93)   coste 5   demanda 5
 ( 93, 94)   coste 15   demanda 15
 ( 94, 95)   coste 20   demanda 20
 ( 95, 96)   coste 15   demanda 15
 LISTA_ARISTAS_NOREQ :
 ( 2, 14)   coste 30
 ( 11, 13)   coste 80
 ( 12, 25)   coste 45
 ( 13, 17)   coste 15
 ( 13, 19)   coste 15
 ( 14, 15)   coste 35
 ( 15, 16)   coste 35
 ( 16, 17)   coste 30
 ( 16, 18)   coste 30
 ( 17, 19)   coste 20
 ( 18, 20)   coste 85
 ( 19, 24)   coste 80
 ( 20, 21)   coste 5
 ( 21, 23)   coste 10
 ( 22, 23)   coste 10
 ( 22, 91)   coste 70
 ( 23, 24)   coste 10
 ( 24, 25)   coste 10
 ( 28, 29)   coste 5
 ( 28, 37)   coste 25
 ( 30, 31)   coste 80
 ( 30, 34)   coste 50
 ( 31, 36)   coste 20
 ( 32, 34)   coste 20
 ( 32, 35)   coste 30
 ( 32, 49)   coste 55
 ( 33, 35)   coste 80
 ( 33, 36)   coste 15
 ( 36, 37)   coste 15
 ( 38, 47)   coste 20
 ( 49, 61)   coste 50
 ( 62, 90)   coste 10
 ( 63, 64)   coste 5
 ( 63, 90)   coste 5
 ( 64, 88)   coste 60
 ( 64, 89)   coste 5
 ( 66, 87)   coste 35
 ( 66, 67)   coste 35
 ( 67, 87)   coste 10
 ( 68, 79)   coste 30
 ( 68, 80)   coste 40
 ( 69, 78)   coste 50
 ( 77, 91)   coste 15
 ( 77, 79)   coste 10
 ( 78, 97)   coste 10
 ( 78, 79)   coste 10
 ( 80, 84)   coste 15
 ( 81, 82)   coste 5
 ( 81, 83)   coste 10
 ( 82, 85)   coste 60
 ( 83, 84)   coste 5
 ( 85, 86)   coste 30
 ( 86, 89)   coste 30
 ( 87, 88)   coste 45
 ( 89, 90)   coste 5
 ( 91, 97)   coste 10
 DEPOSITO :   1
